market,latitude,longitude
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Nguru,12.87,10.45
Nguru,12.87,10.45
Nguru,12.87,10.45
Nguru,12.87,10.45
Nguru,12.87,10.45
Nguru,12.87,10.45
Nguru,12.87,10.45
Nguru,12.87,10.45
Nguru,12.87,10.45
Nguru,12.87,10.45
Nguru,12.87,10.45
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Nguru,12.87,10.45
Nguru,12.87,10.45
Nguru,12.87,10.45
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Geidam,12.89,11.92
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Machina Central,12.92,9.9
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Ngala,12.37,14.22
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Gwoza Central,11.09,13.7
Rann,12.02,14.49
Rann,12.02,14.49
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Bama,11.52,13.69
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Konduga,11.66,13.42
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Dikwa Central,12.04,13.91
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Magumeri Central,12.11,12.83
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Gamboru,11.85,13.17
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Geidam,12.89,11.92
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Potiskum,11.71,11.08
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Damboa,11.16,12.76
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Monguno,12.67,13.62
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
Rann,12.02,14.49
